text,emotion
sinceramente eres completamente irresponsable de verdad,enojo
hoy estoy muy contento en este momento,feliz
realmente estoy disfrutando mucho y me afecta mucho,feliz
en serio me siento muy bien en este momento sin duda,feliz
hoy no quiero salir solo desde hace dias,miedo
definitivamente estoy pasando un gran momento todo el tiempo,feliz
la verdad es que siento una inquietud constante ahora,miedo
que alegria me da ver tus logros en serio,feliz
ultimamente me siento tranquilo y feliz,feliz
la verdad me siento muy feliz,feliz
la verdad es que siento una tristeza que no puedo explicar y no se como seguir,triste
ultimamente me siento vacio ultimamente,triste
la verdad es que que dia tan productivo tuve hoy,feliz
siento una melancolía muy profunda y no se como seguir,triste
la verdad es que me alegra mucho el resultado final y no lo puedo creer,feliz
me asusta mucho lo que podria pasar,miedo
eres una persona muy egoista y punto,enojo
hoy que experiencia tan maravillosa fue de verdad,feliz
tengo ansiedad otra vez,miedo
me siento muy mal emocionalmente y quisiera que no fuera así,triste
ahora mismo tengo miedo de hablar ultimamente,miedo
en este momento todo esta saliendo bien con todo lo que paso,feliz
la verdad me siento increible ultimamente,feliz
sinceramente me siento vacio,triste
es que me enferma tu comportamiento,enojo
hoy estoy realmente frustrado todo el tiempo,enojo
sinceramente me siento lleno de energia ultimamente,feliz
estoy muy feliz con el camino que tome,feliz
estoy muy asustado con la situacion y no se que hacer,miedo
en serio que buen resultado tuvimos hoy,feliz
que irresponsable eres con todo y punto,enojo
la verdad es que me alegra muchisimo lo que paso,feliz
definitivamente todo salio mal y me afecta mucho,triste
ahora mismo estoy agotado emocionalmente en este momento,triste
desde ayer estoy muy emocionado por todo lo que paso,feliz
ultimamente ya no se que hacer todo el tiempo,triste
desde ayer me siento nervioso otra vez,miedo
ultimamente me siento excelente y me encanta,feliz
te digo que me duele mucho esta situacion,triste
en este momento no se que va a pasar en este momento,miedo
me duele mucho haberlo perdido y me duele mucho,triste
siento mucha angustia en este momento y me tiene muy nervioso,miedo
no puedo creer que siento una rabia horrible ahora mismo sin excusas,enojo
ahora mismo todo esta mejorando y eso me alegra,feliz
la verdad es que me asusta mucho la situacion actual,miedo
sinceramente no puedo creer que hayas hecho eso en serio,enojo
me duele mucho lo que dijiste,triste
sinceramente todo me fastidia por todo lo que paso,enojo
la verdad todo me irrita por todo lo que paso,enojo
realmente no aguanto mas por todo lo que paso,enojo
siento una pena muy honda en mi,triste
que dia tan especial fue hoy de verdad,feliz
me siento muy bien por todo,feliz
sinceramente me parece increible tu actitud de verdad,enojo
hoy me siento motivado ultimamente,feliz
desde ayer me siento vacio en este momento,triste
lo que pasa es que estoy muy deprimido en este momento y no se como seguir,triste
definitivamente ya no quiero hablar otra vez,triste
de verdad me duele mucho lo que ocurrio y no lo puedo superar,triste
sinceramente me entristece mucho lo que paso,triste
en serio siento una tristeza que no me abandona y no lo puedo superar,triste
me da miedo no poder controlarlo y me tiene muy nervioso,miedo
en serio eres completamente irresponsable y ya me canse,enojo
de verdad estoy muy apenado por todo lo que perdí,triste
la verdad es que siento una inquietud constante ahora de verdad,miedo
siento una soledad enorme que me pesa,triste
que maravilloso es sentirse asi de verdad,feliz
sinceramente me siento muy mal emocionalmente y quisiera que no fuera así,triste
realmente me siento motivado otra vez,feliz
la verdad me siento feliz y eso me alegra,feliz
que maravilloso momento estoy viviendo y estoy muy contento,feliz
estoy muy triste con lo que me conto de verdad,triste
estoy muy apenado con lo que paso y no lo puedo superar,triste
estoy muy angustiado con las noticias de hoy y me tiene muy nervioso,miedo
desde ayer tengo mucho miedo por todo lo que paso,miedo
definitivamente estoy disfrutando mucho desde hace dias,feliz
me produce mucho enojo esto y ya me canse,enojo
desde ayer estoy demasiado molesto esta semana,enojo
sabes que me siento increiblemente bien,feliz
desde ayer estoy muy contento,feliz
definitivamente todo me afecta demasiado y me afecta mucho,triste
lo que pasa es que me siento muy solo y sin apoyo y no lo puedo superar,triste
ahora mismo me encanta este momento y no se que hacer,feliz
la verdad es que me da mucho temor el futuro cercano y eso me preocupa mucho,miedo
ahora mismo me siento destruido ultimamente,triste
en serio me pone de buen humor todo hoy y estoy muy contento,feliz
que problema tan fastidioso,enojo
desde ayer siento demasiado temor en este momento,miedo
de verdad me entristece mucho esta situacion,triste
sinceramente me siento muy feliz otra vez,feliz
de verdad siento una tristeza profunda que no pasa y quisiera que no fuera así,triste
desde ayer todo esta mejorando por todo lo que paso,feliz
me siento muy triste y desolado y me duele mucho,triste
desde ayer todo me fastidia en este momento,enojo
me siento solo y muy triste,triste
estoy muy contento con lo que paso en serio,feliz
en este momento estoy agotado emocionalmente esta semana,triste
siento una tristeza que no puedo explicar y me duele mucho,triste
de verdad siento una pena muy grande por eso y quisiera que no fuera así,triste
estoy muy satisfecho con todo,feliz
que experiencia tan maravillosa fue,feliz
me siento muy feliz por todo lo que paso,feliz
me molesta mucho tu actitud,enojo
la verdad todo esta mejorando desde hace dias,feliz
realmente me siento sin energia,triste
ultimamente me da demasiada rabia todo el tiempo,enojo
la verdad ya no tengo ganas y me duele mucho,triste
me tiene indignado lo que paso y eso no esta bien,enojo
definitivamente me siento motivado desde hace dias,feliz
no puedo creer que que mal comportamiento tienes y me parece muy mal,enojo
la verdad todo me fastidia en este momento,enojo
estoy muy triste con lo que resulto,triste
realmente me siento lleno de energia esta semana,feliz
ultimamente esto me molesta mucho otra vez,enojo
de verdad me cansa tu falta de madurez y no lo voy a tolerar,enojo
ultimamente estoy muy emocionado,feliz
estoy muy bajoneado sin poder levantarme y no lo puedo superar,triste
lo que es cierto es que estoy muy satisfecho con el dia de hoy sin duda,feliz
ultimamente me siento motivado y no se que hacer,feliz
ahora mismo me siento muy feliz ultimamente,feliz
de verdad me decepciono mucho lo que hiciste y no lo voy a tolerar,enojo
de verdad me alegra mucho haberte visto hoy de verdad,feliz
te digo que estoy muy asustado sin saber que hacer de verdad,miedo
definitivamente estoy muy contento y me encanta,feliz
que dia tan especial fue hoy para mi sin duda,feliz
sinceramente tengo mucho miedo y me afecta mucho,miedo
sinceramente me tienen harto con esto,enojo
oye me cansas con tanta excusa,enojo
tengo miedo de lo que no puedo ver de verdad,miedo
lo que pasa es que siento un vacio que no puedo llenar,triste
la verdad es que siento el corazon muy apesadumbrado y no lo puedo superar,triste
estoy muy triste por la noticia y no se como seguir,triste
que alegria me da ver tus logros sin duda,feliz
hoy no tengo ganas de nada y no se que hacer,triste
desde ayer siento mucha presion y me afecta mucho,miedo
de verdad me siento muy orgulloso de lo logrado,feliz
es que me da miedo no poder controlarlo y no se que hacer,miedo
me da miedo no estar preparado y no puedo calmarlo,miedo
la verdad es que eres una persona muy egoista y me parece muy mal,enojo
hoy todo salio perfecto esta semana,feliz
hoy no tengo ganas de nada desde hace dias,triste
no puedo evitar que siento una angustia que no me deja dormir y me tiene muy nervioso,miedo
en este momento me siento horrible en este momento,triste
siento una preocupacion enorme ahora,miedo
de verdad estoy muy satisfecho con el dia de hoy,feliz
ahora mismo tengo miedo de fallar todo el tiempo,miedo
sinceramente tengo panico desde hace dias,miedo
realmente me siento tranquilo y feliz,feliz
te digo que me siento muy bien con todo y estoy muy agradecido,feliz
realmente siento demasiado temor,miedo
no puedo evitar que me asusta mucho pensar en el futuro,miedo
realmente estoy temblando de nervios ultimamente,miedo
en serio me siento muy desanimado hoy y no se como seguir,triste
es que siento mucho miedo en este momento y eso me preocupa mucho,miedo
sabes que que bonito momento vivimos hoy y es lo mejor que me paso,feliz
me tienen harto con todo esto y me parece muy mal,enojo
en este momento todo salio mal otra vez,triste
estoy muy contento con lo que paso sin duda,feliz
la verdad hoy fue un mal dia todo el tiempo,triste
la verdad no quiero salir solo en este momento,miedo
realmente me encanta este momento todo el tiempo,feliz
siento panico de enfrentar lo que viene,miedo
de verdad estoy muy decaido y sin esperanza,triste
en serio me alegra mucho el resultado final,feliz
me da mucha alegria saber eso de verdad,feliz
ahora mismo me hicieron perder el tiempo todo el tiempo,enojo
siento una angustia muy grande ahora y me tiene muy nervioso,miedo
me da miedo no poder controlarlo de verdad,miedo
realmente estoy disfrutando mucho en este momento,feliz
de verdad me siento muy bien y muy contento,feliz
siento una rabia que no te imaginas y no lo voy a tolerar,enojo
que buena experiencia vivimos juntos,feliz
que buen resultado tuvimos hoy y es lo mejor que me paso,feliz
estoy muy feliz con el resultado de verdad,feliz
ultimamente estoy temblando de nervios todo el tiempo,miedo
lo que pasa es que me siento muy triste y desolado y no se como seguir,triste
hoy estoy muy contento y eso me alegra,feliz
te digo que tengo temor de que todo salga mal,miedo
hoy quiero estar solo y no se que hacer,triste
lo que pasa es que me agota tu comportamiento sin excusas,enojo
te juro que que falta de respeto tan grande y ya me canse,enojo
en este momento todo salio mal y me afecta mucho,triste
en este momento me siento motivado ultimamente,feliz
te digo que me duele mucho haberlo perdido y me duele mucho,triste
la verdad es que estoy muy decaido y no quiero hablar de verdad,triste
te digo que me asusta mucho la situacion actual y eso me preocupa mucho,miedo
te digo que estoy muy apenado por lo sucedido y no lo puedo superar,triste
lo que pasa es que siento que nada tiene sentido ahora de verdad,triste
sinceramente me da una ira terrible en serio,enojo
de verdad siento un vacio muy grande en mi y quisiera que no fuera así,triste
hoy me hicieron perder el tiempo,enojo
es que estoy muy asustado y no se que hacer,miedo
hoy todo me afecta demasiado todo el tiempo,triste
honestamente no puedo creer que hayas hecho eso,enojo
sinceramente no te soporto mas y eso no esta bien,enojo
la verdad es que me hace muy feliz lo que hiciste de verdad,feliz
la verdad es que estoy muy satisfecho con el dia de hoy sin duda,feliz
desde ayer me preocupa demasiado esto en este momento,miedo
me siento muy mal con lo que paso,triste
desde ayer no se que va a pasar desde hace dias,miedo
honestamente me molesta tu falta de consideracion y no lo entiendo,enojo
la verdad es que me asusta pensar en las consecuencias,miedo
sinceramente estoy disfrutando mucho hoy,feliz
realmente me siento vacio otra vez,triste
la verdad esto arruino mi dia desde hace dias,enojo
eres increiblemente irresponsable y me parece muy mal,enojo
ahora mismo me duele mucho esto en este momento,triste
en este momento todo esta empeorando,triste
mira me parece increible tu actitud de verdad,enojo
me hace muy bien sentirme asi de verdad,feliz
la verdad tengo miedo de hablar ultimamente,miedo
honestamente ya no aguanto mas todo el tiempo,enojo
no te soporto mas y punto,enojo
de verdad eres un maleducado sin remedio y no lo entiendo,enojo
en este momento me siento horrible y no se que hacer,triste
sinceramente no soporto esta situacion,enojo
desde ayer me siento muy feliz ultimamente,feliz
que experiencia tan maravillosa fue de verdad,feliz
realmente me siento incomodo con esto desde hace dias,miedo
lo que pasa es que no voy a tolerar esto mas en serio,enojo
lo que pasa es que me indigna mucho tu comportamiento,enojo
lo que es cierto es que me hace muy bien sentirme asi y es lo mejor que me paso,feliz
en serio estoy muy agradecido con todos y no lo puedo creer,feliz
definitivamente me siento furioso ultimamente,enojo
hoy tengo ansiedad ultimamente,miedo
estoy muy triste por la noticia y me duele mucho,triste
ahora mismo me siento sin energia,triste
realmente estoy demasiado molesto por todo lo que paso,enojo
en este momento estoy cansado mentalmente y no se que hacer,triste
hoy me siento muy triste y no se que hacer,triste
en serio que bonito dia fue este para todos y estoy muy agradecido,feliz
hoy estoy muy satisfecho con todo lo hecho de verdad,feliz
me produce rabia pensar en lo que hiciste,enojo
en serio estoy muy triste con el resultado,triste
definitivamente todo me da miedo ultimamente,miedo
te digo que estoy muy bajo de animo hoy,triste
la verdad es que me siento muy feliz con mi familia,feliz
siento tristeza cuando pienso en eso,triste
me siento muy bien por lo que logre y no lo puedo creer,feliz
en serio que alegria tan grande siento de verdad,feliz
realmente todo esta saliendo bien y me encanta,feliz
sinceramente que problema tan absurdo todo el tiempo,enojo
sabes que que suerte tan grande la mia,feliz
lo que pasa es que no puedo creer que hayas hecho eso,enojo
que alegria tan grande la que siento en serio,feliz
ahora mismo no soporto esta situacion y no se que hacer,enojo
realmente me siento increible desde hace dias,feliz
estoy muy satisfecho con todo,feliz
me alegra mucho el resultado final y estoy muy agradecido,feliz
en este momento todo salio excelente todo el tiempo,feliz
hoy fue maravilloso esta semana,feliz
hoy estoy muy preocupado ultimamente,miedo
hoy me da demasiada rabia desde hace dias,enojo
no puedo creer que siento una rabia que no te imaginas y no lo entiendo,enojo
hoy me siento inseguro todo el tiempo,miedo
estoy muy feliz con los resultados y estoy muy agradecido,feliz
la verdad no se que va a pasar por todo lo que paso,miedo
me da terror lo que pueda pasar despues,miedo
estoy muy apenado por todo lo que perdí,triste
de verdad me alegra mucho saber eso,feliz
realmente me hicieron perder el tiempo desde hace dias,enojo
en este momento me tienen harto con esto,enojo
definitivamente me siento furioso ultimamente,enojo
la verdad tengo ansiedad y no se que hacer,miedo
realmente ya no aguanto mas desde hace dias,enojo
me hace feliz saber que estas bien y estoy muy agradecido,feliz
ultimamente me siento lleno de energia,feliz
de verdad no puedo mas con esta situacion y eso no esta bien,enojo
lo que pasa es que me siento muy decaido en este momento y me duele mucho,triste
me aterra no saber como va a terminar,miedo
de verdad estoy muy contento con los avances y estoy muy contento,feliz
que dia tan bueno fue este y estoy muy agradecido,feliz
de verdad no se puede confiar en ti de verdad,enojo
me siento muy orgulloso de lo logrado,feliz
realmente hoy fue maravilloso esta semana,feliz
hoy tengo ansiedad y eso me preocupa,miedo
tengo panico de que algo me pase y no se que hacer,miedo
oye que mal comportamiento tienes de verdad,enojo
que suerte tan grande la mia sin duda,feliz
honestamente ya no aguanto mas ultimamente,enojo
desde ayer todo salio perfecto en este momento,feliz
ultimamente estoy harto de esto otra vez,enojo
la verdad no se que va a pasar desde hace dias,miedo
sinceramente estoy muy emocionado esta semana,feliz
hoy todo esta funcionando bien,feliz
sinceramente me tienen harto con esto,enojo
ya no se que hacer esta semana,triste
lo que pasa es que eres increiblemente irresponsable y me parece muy mal,enojo
sinceramente todo me afecta demasiado otra vez,triste
de verdad que manera tan irresponsable de actuar y ya me canse,enojo
que maravilloso es sentirse asi sin duda,feliz
realmente tengo miedo de fallar otra vez,miedo
la verdad es que estoy muy decaido y sin esperanza,triste
sinceramente me preocupa el futuro esta semana,miedo
en este momento estoy cansado mentalmente otra vez,triste
te digo que me da mucho miedo no estar listo,miedo
la verdad es que que dia tan productivo tuve hoy y estoy muy contento,feliz
sinceramente estoy muy asustado por lo que viene,miedo
de verdad me siento lleno de alegria y estoy muy contento,feliz
la verdad me siento muy triste y me afecta mucho,triste
desde ayer me siento muy triste por todo lo que paso,triste
que buen momento para estar feliz,feliz
me siento muy bien emocionalmente y es lo mejor que me paso,feliz
no puedo evitar que siento que algo malo va a pasar y no puedo calmarlo,miedo
me da mucho miedo enfrentar esta situacion y no se que hacer,miedo
me siento muy bien en este momento de verdad,feliz
tengo temor de que todo salga mal y me tiene muy nervioso,miedo
en serio no aguanto mas esta situacion,enojo
ultimamente nada tiene sentido todo el tiempo,triste
me da mucho miedo no estar listo y me tiene muy nervioso,miedo
definitivamente me hicieron perder el tiempo de verdad,enojo
la verdad es que me siento muy orgulloso de lo logrado y es lo mejor que me paso,feliz
estoy muy triste y no quiero nada,triste
realmente me siento inseguro desde hace dias,miedo
la verdad es que me da ira tu actitud y ya me canse,enojo
hoy quiero estar solo por todo lo que paso,triste
en serio siento una tristeza que no puedo superar y quisiera que no fuera así,triste
ultimamente me siento vacio y no se que hacer,triste
lo que pasa es que estoy muy bajo de animo hoy y no lo puedo superar,triste
te digo que estoy muy triste con la situacion actual de verdad,triste
sinceramente me siento lleno de energia hoy,feliz
me da alegria ver que todo funciona,feliz
que buen momento para estar feliz y estoy muy contento,feliz
en este momento me siento sin energia por todo lo que paso,triste
me entristece mucho lo que paso y me duele mucho,triste
ultimamente me siento decepcionado otra vez,triste
me aterra pensar en lo que puede ocurrir y eso me preocupa mucho,miedo
la verdad estoy disfrutando mucho desde hace dias,feliz
estoy muy feliz y emocionado y estoy muy agradecido,feliz
todo salio mal otra vez,triste
la verdad es que que dia tan exitoso fue hoy,feliz
en serio no te soporto mas de verdad,enojo
siento una tristeza que no puedo superar,triste
la verdad no tengo ganas de nada todo el tiempo,triste
te digo que que alegria me da ver tus logros y es lo mejor que me paso,feliz
desde ayer nada tiene sentido desde hace dias,triste
ahora mismo siento demasiado temor otra vez,miedo
en este momento estoy harto de todo esta semana,enojo
la verdad es que me entristece mucho pensar en eso,triste
oye me saca de mis casillas esto y no lo voy a tolerar,enojo
honestamente que actitud tan mala la tuya sin excusas,enojo
desde ayer hoy fue maravilloso todo el tiempo,feliz
me siento muy triste hoy,triste
sinceramente estoy muy nervioso por lo que puede pasar y no puedo calmarlo,miedo
no puedo creer tanta irresponsabilidad sin excusas,enojo
la verdad estoy agotado emocionalmente todo el tiempo,triste
definitivamente no quiero salir solo y no se que hacer,miedo
me aterra la idea de perder todo y me tiene muy nervioso,miedo
de verdad estoy muy triste y no se que hacer y no lo puedo superar,triste
estoy demasiado preocupado,miedo
me da mucha alegria saber eso,feliz
sabes que que maravilloso es sentirse asi y estoy muy agradecido,feliz
realmente tengo miedo de fallar esta semana,miedo
ultimamente me da demasiada rabia y estoy cansado,enojo
ultimamente estoy demasiado molesto,enojo
la verdad es que que buena suerte la mia hoy en serio,feliz
sinceramente me duele mucho haber perdido eso y no se como seguir,triste
eres increiblemente irresponsable de verdad,enojo
hoy me encanta este momento esta semana,feliz
oye que mal te portas siempre de verdad,enojo
te digo que estoy muy asustado con lo que dijiste,miedo
la verdad es que eres increiblemente irresponsable,enojo
ahora mismo estoy realmente frustrado todo el tiempo,enojo
ultimamente esto es injusto ultimamente,enojo
que buena experiencia vivimos juntos,feliz
la verdad es que estoy muy apenado con lo que resulto,triste
desde ayer me siento muy feliz,feliz
me siento muy mal con lo que paso,triste
sabes que que buen momento para estar feliz,feliz
me frustras mucho con eso y ya me canse,enojo
te digo que tengo un miedo que no me deja pensar,miedo
tengo miedo de no poder manejar esto,miedo
oye me tienen harto con todo esto y no lo entiendo,enojo
de verdad me siento muy mal emocionalmente,triste
honestamente me cansa tu falta de madurez y no lo voy a tolerar,enojo
de verdad que dia tan maravilloso fue hoy,feliz
es que siento que algo malo va a pasar y no se que hacer,miedo
hoy me tienen harto con esto desde hace dias,enojo
en serio ya no aguanto mas todo el tiempo,enojo
la verdad todo me pone mal en este momento,triste
no voy a permitir que me hagas eso y punto,enojo
sinceramente todo me pone mal en este momento,triste
no puedo evitar que me aterra la idea de perder todo,miedo
en este momento estoy emocionado de verdad,feliz
hoy me siento lleno de energia de verdad,feliz
te digo que me alegra mucho tu compania,feliz
ahora mismo me siento muy triste y no se que hacer,triste
hoy me encanta este momento todo el tiempo,feliz
te digo que me siento muy desanimado hoy,triste
realmente estoy disfrutando mucho hoy,feliz
la verdad es que me enoja mucho lo que dijiste,enojo
te juro que que caradureza la tuya y no lo entiendo,enojo
es que siento un miedo terrible ahora mismo y eso me preocupa mucho,miedo
realmente me hicieron perder el tiempo y eso empeora todo,enojo
desde ayer nada tiene sentido en este momento,triste
lo que pasa es que me tienen harto con tanta mentira,enojo
sinceramente me siento vacio por todo lo que paso,triste
ahora mismo me siento orgulloso ultimamente,feliz
sinceramente siento una preocupacion enorme ahora y no puedo calmarlo,miedo
ahora mismo esto arruino mi dia de verdad,enojo
ultimamente esto me molesta demasiado y me afecta mucho,enojo
ahora mismo no tengo ganas de nada todo el tiempo,triste
la verdad tengo miedo de hablar y no se que hacer,miedo
lo que pasa es que siento una tristeza muy profunda y no lo puedo superar,triste
honestamente esto arruino mi dia todo el tiempo,enojo
hoy me siento muy triste desde hace dias,triste
hoy no soporto esta situacion otra vez,enojo
me duele mucho lo que me dijeron,triste
que buenas noticias me llegaron hoy,feliz
de verdad no voy a tolerar ese comportamiento,enojo
en este momento nada tiene sentido desde hace dias,triste
me entristece ver como cambiaron las cosas y me duele mucho,triste
ultimamente estoy emocionado y me encanta,feliz
sabes que estoy muy contento con lo que paso,feliz
que buen resultado tuvimos hoy y estoy muy contento,feliz
no puedo creer que me tienes harto de verdad y no lo voy a tolerar,enojo
ultimamente todo salio mal en este momento,triste
sinceramente siento una angustia muy grande ahora y no puedo calmarlo,miedo
te digo que me hace feliz saber que estas bien,feliz
la verdad todo me irrita en este momento,enojo
sabes que estoy muy emocionado con el futuro en serio,feliz
te digo que siento que algo muy importante se perdio,triste
en serio estoy muy satisfecho con mis decisiones,feliz
en este momento me siento tranquilo y feliz otra vez,feliz
estoy muy apesadumbrado con las noticias y quisiera que no fuera así,triste
hoy esto es injusto esta semana,enojo
es que me enfurece tu actitud en serio,enojo
estoy muy emocionado desde hace dias,feliz
estoy lleno de energia y alegria,feliz
me entristece mucho lo que hiciste,triste
la verdad me siento furioso otra vez,enojo
me alegra muchisimo lo que paso y estoy muy contento,feliz
realmente me siento nervioso y no puedo dormir,miedo
hoy tengo panico otra vez,miedo
de verdad que estupidez lo que hiciste de verdad,enojo
definitivamente ya no aguanto mas de verdad,enojo
siento un temor muy grande ahora mismo de verdad,miedo
desde ayer todo me pone mal ultimamente,triste
que dia tan especial fue hoy y es lo mejor que me paso,feliz
que alegria tan grande,feliz
la verdad tengo panico todo el tiempo,miedo
definitivamente quiero estar solo ultimamente,triste
realmente me siento orgulloso y me afecta mucho,feliz
de verdad me da ira tu actitud,enojo
en este momento estoy muy enojado otra vez,enojo
no voy a seguir tolerando esto de verdad,enojo
siento el corazon muy apesadumbrado y me duele mucho,triste
realmente me siento horrible hoy desde hace dias,triste
no puedo creer que eres un maleducado sin remedio y no lo entiendo,enojo
tengo panico de que algo me pase,miedo
hoy fue un dia increible en serio,feliz
la verdad estoy disfrutando mucho desde hace dias,feliz
es que tengo panico de no salir de esto y eso me preocupa mucho,miedo
recibi buenas noticias ultimamente,feliz
tengo una angustia enorme en este momento y no puedo calmarlo,miedo
ultimamente estoy agradecido por todo otra vez,feliz
ultimamente siento demasiado temor ultimamente,miedo
la verdad es que siento tristeza y desesperanza ahora y no lo puedo superar,triste
me da ira tu actitud y eso no esta bien,enojo
de verdad me da mucha alegria saber eso en serio,feliz
ultimamente todo salio excelente y no se que hacer,feliz
la verdad hoy fue un mal dia ultimamente,triste
realmente estoy muy preocupado por todo lo que paso,miedo
realmente me duele mucho esto,triste
hoy me alegra muchisimo lo que paso y estoy muy contento,feliz
desde ayer estoy cansado mentalmente por todo lo que paso,triste
en serio que maravilloso momento estoy viviendo y estoy muy contento,feliz
hoy tengo miedo de hablar otra vez,miedo
la verdad esto es injusto y no se que hacer,enojo
realmente me sacaron la paciencia por todo lo que paso,enojo
estoy muy asustado sin saber que hacer y no puedo calmarlo,miedo
eres un egoista de primera y no lo entiendo,enojo
no puedo evitar que me da mucho miedo lo que puede pasar,miedo
sinceramente siento una angustia que me paraliza,miedo
estoy lleno de felicidad ahora mismo y estoy muy agradecido,feliz
me da mucho miedo el futuro y eso me preocupa mucho,miedo
ahora mismo ya no tengo ganas todo el tiempo,triste
realmente estoy agradecido por todo otra vez,feliz
me siento muy mal emocionalmente y me duele mucho,triste
no puedo creer que no puedo creer tanta irresponsabilidad sin excusas,enojo
ahora mismo estoy muy contento otra vez,feliz
en este momento tengo mucho miedo y no se que hacer,miedo
estoy muy nervioso con todo lo que pasa,miedo
estoy muy bajo de animo hoy,triste
sinceramente me duele mucho saber que ya no esta,triste
realmente tengo panico todo el tiempo,miedo
me da terror pensar en esa posibilidad y me tiene muy nervioso,miedo
me hace feliz saber que estas bien sin duda,feliz
me entristece mucho la distancia entre nosotros,triste
en este momento me siento feliz hoy,feliz
la verdad quiero estar solo y no se que hacer,triste
siento el alma muy pesada hoy y me duele mucho,triste
ahora mismo siento mucha presion esta semana,miedo
me duele mucho haber llegado a esto,triste
estoy muy triste y sin animo de nada y no lo puedo superar,triste
en este momento tengo ansiedad todo el tiempo,miedo
no puedo evitar que tengo miedo de cometer un error grave de verdad,miedo
la verdad estoy muy preocupado y me afecta mucho,miedo
lo que pasa es que estoy muy triste y sin animo de nada y no lo puedo superar,triste
no puedo evitar que me da miedo no poder controlarlo y no se que hacer,miedo
me duele mucho lo que ocurrio y me duele mucho,triste
ahora mismo me siento destruido otra vez,triste
la verdad todo me irrita en este momento,enojo
la verdad me siento incomodo con esto y no se que hacer,miedo
es que me da terror pensar en esa posibilidad y me tiene muy nervioso,miedo
ultimamente estoy harto de todo todo el tiempo,enojo
siento que algo muy importante se perdio de verdad,triste
en este momento estoy demasiado cansado otra vez,triste
siento el alma muy pesada hoy y no lo puedo superar,triste
desde ayer me siento nervioso en este momento,miedo
todo me da miedo esta semana,miedo
que alegria tan grande siento y no lo puedo creer,feliz
la verdad es que estoy muy nervioso con esta situacion de verdad,miedo
hoy no se que va a pasar,miedo
te digo que siento un miedo enorme que no puedo controlar y no puedo calmarlo,miedo
ahora mismo estoy emocionado hoy,feliz
sinceramente me produce rabia pensar en lo que hiciste y ya me canse,enojo
no puedo evitar que siento una angustia que me paraliza y eso me preocupa mucho,miedo
en serio estoy muy bajoneado sin poder levantarme,triste
que buena racha estoy teniendo y estoy muy agradecido,feliz
ahora mismo estoy muy preocupado otra vez,miedo
sinceramente siento un dolor muy grande en el pecho de verdad,triste
no puedo creer que no voy a seguir aguantando esto y eso no esta bien,enojo
sinceramente siento una tristeza muy profunda de verdad,triste
la verdad es que siento una inquietud muy grande ahora y no puedo calmarlo,miedo
sinceramente que irresponsable eres con todo sin excusas,enojo
no puedo evitar que siento panico cuando pienso en eso y no puedo calmarlo,miedo
es que me indigna mucho tu comportamiento de verdad,enojo
te digo que estoy muy asustado sin saber que hacer,miedo
sinceramente me siento sin energia ultimamente,triste
de verdad estoy muy triste y sin animo de nada de verdad,triste
es que siento panico cuando pienso en eso y eso me preocupa mucho,miedo
estoy muy asustado con lo que dijiste,miedo
recibi buenas noticias otra vez,feliz
sinceramente estoy emocionado de verdad,feliz
estoy muy angustiado con las posibilidades y no se que hacer,miedo
me da mucho miedo lo que puede pasar,miedo
te digo que siento tristeza cuando pienso en eso y no se como seguir,triste
realmente ya no se que hacer,triste
me tienes harto de verdad y eso no esta bien,enojo
te digo que me entristece mucho la situacion y no se como seguir,triste
desde ayer odio esta situacion esta semana,enojo
estoy lleno de felicidad ahora mismo,feliz
estoy muy feliz con el resultado,feliz
la verdad recibi buenas noticias y me afecta mucho,feliz
hoy ya no quiero hablar ultimamente,triste
sinceramente estoy muy apagado sin poder sonreir,triste
ahora mismo siento demasiado temor ultimamente,miedo
de verdad estoy muy feliz con los resultados de verdad,feliz
no puedo evitar que me da mucho miedo lo que dijeron,miedo
desde ayer tengo panico otra vez,miedo
la verdad ya no quiero hablar todo el tiempo,triste
la verdad es que estoy muy triste con el resultado y no lo puedo superar,triste
realmente me siento horrible todo el tiempo,triste
estoy muy nervioso por los resultados y no se que hacer,miedo
me tienen harto con esto en este momento,enojo
la verdad es que siento panico cuando pienso en eso de verdad,miedo
ultimamente me hicieron perder el tiempo en este momento,enojo
que dia tan exitoso fue hoy en serio,feliz
hoy me sacaron la paciencia desde hace dias,enojo
la verdad me siento feliz y eso me alegra,feliz
me da miedo no poder controlarlo,miedo
tengo miedo de que lo peor esta por venir de verdad,miedo
mira estas actuando muy mal y punto,enojo
hoy estoy muy enojado ultimamente,enojo
hoy todo salio mal y no se que hacer,triste
te digo que siento una ansiedad muy fuerte ahora y no puedo calmarlo,miedo
me tiene indignado lo que paso,enojo
que buen dia tuve hoy en serio,feliz
me siento muy decaido sin saber por que,triste
es que estoy muy asustado de tomar esa decision,miedo
te digo que me siento muy motivado y feliz,feliz
estoy muy angustiado con las noticias de hoy,miedo
de verdad no puedo creer que hayas hecho eso y no lo entiendo,enojo
me sacaron la paciencia por todo lo que paso,enojo
sinceramente me siento lleno de energia y me encanta,feliz
ahora mismo me siento destruido por todo lo que paso,triste
en este momento me siento sin energia por todo lo que paso,triste
me entristece mucho lo que paso y no lo puedo superar,triste
la verdad todo me irrita por todo lo que paso,enojo
tengo miedo de cometer un error grave y no puedo calmarlo,miedo
