text,emotion
es que me pone muy nervioso tener que dar explicaciones,miedo
sinceramente me duele mucho todo lo que ocurrio,triste
me pone de buen humor todo hoy,feliz
me encontre con un amigo que no veia hace tiempo y ya,feliz
en serio tengo miedo de llegar a cierta edad sin haber logrado nada y no puedo evitarlo,miedo
fijate que estrene mi apartamento y no puedo evitarlo,feliz
la verdad es que tengo miedo de haber arruinado algo sin saberlo y me cuesta mucho,miedo
realmente me siento nervioso ultimamente,miedo
en serio me robaron el celular y estoy muy mal la verdad,triste
que suerte tan grande la mia,feliz
te cuento que me dejaron solo en esto otra vez,triste
te digo que siento que todos avanzan menos yo y no se que hacer,triste
me siento muy triste,triste
no te miento mi abuelo ya no esta y nadie lo sabe,triste
hoy descanse bien por primera vez en mucho tiempo y nadie lo entiende,feliz
ahora mismo me trataron muy mal sin razon sinceramente,enojo
men me siento solo aunque este rodeado de gente,triste
te cuento que me tiene angustiado no saber que va a pasar pero no digo nada,miedo
me da pena decirlo pero me escribieron solo para reclamarme y eso me tiene mal,enojo
desde hace dias la vida esta siendo buena conmigo y no se que hacer,feliz
sinceramente tengo miedo de no poder salir adelante,miedo
desde ayer esto me molesta demasiado otra vez,enojo
me da mucha alegria saber eso de verdad,feliz
me tienen muy mamado con esa vuelta,enojo
la verdad es que siento tristeza y desesperanza ahora y no lo puedo superar,triste
desde ayer me siento orgulloso ultimamente,feliz
me di cuenta que nadie me busca si yo no busco y nadie lo entiende,triste
realmente siento demasiado temor y me afecta mucho,miedo
ahora mismo no se como decirlo sin que se enojen sinceramente,miedo
es que me ignoraron durante horas y no se que hacer,enojo
para serte honesto me da terror enfrentar esto solo pero no digo nada,miedo
hoy cumpli mi meta del año la verdad,feliz
desde hace dias perdi algo muy importante otra vez,triste
fijate que hoy me senti comodo siendo yo mismo,feliz
es que me tratan diferente por ser joven y no es facil,enojo
me perdi un momento importante y nadie lo sabe,triste
las cosas ya no son como antes y me afecta,triste
la verdad me estan ocultando algo y eso me pone nervioso,miedo
en serio me mandaron un audio muy lindo y no lo digo seguido,feliz
oye me canse de pedir lo mismo sin resultado,enojo
fijate que perdi una oportunidad importante la verdad,triste
para serte honesto me escribieron solo para reclamarme sinceramente,enojo
sinceramente siento una rabia horrible ahora mismo sin excusas,enojo
hoy estoy muy feliz con el camino que tome y no lo puedo creer,feliz
desde ayer me siento derrotado todo el tiempo,triste
mira me dejaron hacer todo el trabajo solo y me afecta mucho,enojo
no se si contarte pero me pusieron en evidencia en un grupo y me pesa cargarlo solo,enojo
mira eso me pone muy furioso parce,enojo
hoy estoy emocionado con las noticias sin duda,feliz
es que estoy muy angustiado sin encontrar salida de verdad,miedo
sinceramente me encanta este momento en este momento,feliz
oye me di cuenta que nadie me busca si yo no busco,triste
ultimamente me da demasiada rabia en este momento,enojo
ultimamente dije algo que no quise decir y no se como explicarlo y no se como manejarlo,triste
hoy me tiene muy cansado esta gente de verdad,enojo
hoy me dijeron que cambie como si estuviera mal ser yo y no se que hacer,triste
sinceramente estoy muy preocupado por lo que puede venir y eso me preocupa mucho,miedo
no te miento estoy que no me la creo pero bueno,feliz
hoy me siento vulnerable ultimamente,miedo
desde hace dias me bloqueo sin darme una explicacion y me cuesta mucho,triste
fijate que tengo miedo de caerle mal sin querer y nadie lo entiende,miedo
es que me mencionaron en algo que me puso en ridiculo,enojo
hoy me siento muy bien conmigo mismo otra vez,feliz
fijate que me toco el dia libre de verdad,feliz
mi familia estuvo muy unida hoy de verdad,feliz
no se si contarte pero tengo miedo de ver lo que me respondieron y me pesa cargarlo solo,miedo
me da miedo no estar preparado y me tiene muy nervioso,miedo
mira no se como va a terminar esto y me tiene mal,miedo
te digo que todo el mundo parece tener todo claro menos yo y nadie lo entiende,triste
ahora mismo me quede callado cuando debi haber hablado y no puedo evitarlo,triste
la verdad es que estoy muy apenado por todo lo que perdí de verdad,triste
la verdad estoy muy nervioso con esa vuelta pero bueno,miedo
oye siento que perdi una etapa de mi vida,triste
desde hace dias no es la primera vez y eso me tiene agotado de verdad,enojo
ahora mismo me siento decepcionado esta semana,triste
mira el silencio de esa persona me preocupa mucho y ya,miedo
ultimamente me siento muy bien con mi proceso y me afecta,feliz
te digo que siento una tristeza que me invade todo,triste
oye tengo miedo de que me rechacen si digo lo que pienso y me tiene agotado,miedo
la verdad todo tiene sentido ahora y es agotador,feliz
ultimamente siento que finjo estar bien tan seguido que ya ni se,triste
me angustia pensar que quiza elegi mal mi carrera,miedo
hoy me asusta no saber si voy a conseguir trabajo la verdad,miedo
no entiendo como la gente puede ser asi la verdad,enojo
oye pase el dia en cama sinceramente,triste
vieja me tocó repetir el tramite porque perdieron mis papeles de verdad,enojo
hoy me salio el cupo en el sena,feliz
en este momento me preocupa el futuro desde hace dias,miedo
todo me da miedo y me afecta mucho,miedo
la verdad estoy disfrutando mucho y me encanta,feliz
te digo que no se si voy a poder sostenerme solo,miedo
algo me dice que las cosas van a cambiar mal y me afecta,miedo
te digo que estoy muy emocionado con lo que viene la verdad,feliz
oye ya nada es igual de verdad,triste
lo que es cierto es que estoy muy agradecido por este momento,feliz
oye me etiquetaron en algo que me alegro el dia pero necesitaba decirlo,feliz
hoy se aprovecharon de que no sabia y no puedo evitarlo,enojo
hoy me preocupa no poder lograrlo y me afecta mucho,miedo
en este momento estoy muy emocionado todo el tiempo,feliz
no aguanto mas esta situacion,enojo
hoy ya no tengo fuerzas para nada y ya,triste
hoy quedamos de una con el plan hermano,feliz
honestamente me molesta tu actitud de siempre de verdad,enojo
me cayo muy bien esa persona y ya,feliz
en serio que bonito dia fue este para todos y estoy muy agradecido,feliz
ultimamente todo esta mejorando y me encanta,feliz
oye me dijeron que era muy sensible por sentirme mal y no puedo evitarlo,enojo
en este momento me siento nervioso en este momento,miedo
fijate que me toca salir tarde y me da miedo en la calle y no se que hacer,miedo
me da pena decirlo pero logre terminar algo que habia dejado pendiente y no se como manejarlo,feliz
te cuento que tengo un mal presentimiento desde ayer,miedo
me da pena hablar en publico y manana me toca,miedo
es que me fue de maravilla en la entrevista,feliz
te digo que me duele mucho saber que ya no esta y no se como seguir,triste
ultimamente me angustia saber que todo queda guardado en internet,miedo
hoy me siento solo aunque este rodeado de gente de verdad,triste
te digo que no se si lo que estoy haciendo es lo correcto y no es facil,miedo
lo que pasa es que me siento desconectado de todo de verdad,triste
me alegra mucho saber eso y estoy muy agradecido,feliz
realmente me encanta este momento ultimamente,feliz
la verdad es que me decepciono mucho lo que hiciste y punto,enojo
hoy me saca de quicio todo esto y eso me pesa,enojo
hermano tengo miedo de embarrarla con esa decision,miedo
me bloqueo sin darme una explicacion y quisiera que alguien me ayudara,triste
ultimamente pude mantener una conversacion sin angustiarme,feliz
oye me decepciono mucho lo que hiciste sin excusas,enojo
hoy me estan ocultando algo y eso me pone nervioso de verdad,miedo
te cuento que siento que a nadie le importo y eso me pesa,triste
es que estoy con el animo muy por el piso,triste
siento una tristeza que me invade todo,triste
te juro que tengo miedo de que se den cuenta que no entiendo y me pesa cargarlo solo,miedo
hoy me dieron una sorpresa muy bonita hoy,feliz
es que me usaron cuando les convenia y despues nada y ya,enojo
realmente estoy pasando un gran momento por todo lo que paso,feliz
la verdad me siento orgulloso y no se que hacer,feliz
sinceramente hoy fue un gran dia ultimamente,feliz
es que me siento muy agradecido con la vida hoy,feliz
me tienen muy hastiado con lo mismo la verdad,enojo
sabes que que buen momento para estar feliz,feliz
oye me salio redondo todo hoy la verdad,feliz
me tiene muy apagado esta situacion,triste
me independice por fin,feliz
me da pena decirlo pero siempre me pasa lo mismo con las mismas personas sinceramente,enojo
en serio me fue bien en la sustentacion y me pesa cargarlo solo,feliz
la verdad me dejo mi novio y estoy muy mal,triste
te digo que me duele mucho todo lo que ocurrio,triste
me da pena decirlo pero me dejo de seguir en redes sociales y quisiera que alguien me ayudara,triste
la verdad es que me tiene harto tu falta de respeto y me parece muy mal,enojo
la verdad es que me aterra pensar en lo que puede ocurrir,miedo
hoy me salio el negocio que queria y me cuesta mucho,feliz
la verdad es que estoy muy agradecido con todos,feliz
ahora mismo tengo ansiedad por todo lo que paso,miedo
es que estoy muy mamado de todo pero bueno,triste
en este momento me da mucha rabia y me afecta mucho,enojo
ultimamente estoy temblando de nervios y me afecta mucho,miedo
mira que descaro tan grande el de esa gente,enojo
estoy muy asustado con las noticias y me tiene muy nervioso,miedo
mira siento que las cosas mejoran de verdad,feliz
lo que pasa es que no puedo soportar esta situacion,enojo
en serio me canse de pedir ayuda y no recibirla de verdad,triste
vieja me llamaron para el trabajo en medellin y ya,feliz
mira tengo miedo de que mis sueños no sean suficientes,miedo
fijate que siento que el tiempo paso y yo no hice nada y no puedo evitarlo,triste
lo que pasa es que eres la persona mas egoista que conozco y no lo voy a tolerar,enojo
la verdad hoy fue maravilloso por todo lo que paso,feliz
honestamente siento una rabia que no te imaginas,enojo
lo que pasa es que tengo los mejores amigos y no se que hacer,feliz
vieja me pone muy nervioso tener que dar explicaciones y ya,miedo
para serte honesto lei el mensaje mal y arruine todo,triste
tengo miedo de que me vaya mal en las parciales,miedo
me da pena decirlo pero quise decir algo pero no encontre las palabras sinceramente,triste
hoy lei el mensaje mal y arruine todo sinceramente,triste
fallecio alguien cercano sinceramente,triste
estoy muy emocionado con lo que viene de verdad,feliz
me siento orgulloso ultimamente,feliz
desde hace dias me prometieron que no volveria a pasar pero ya no puedo mas,enojo
me angustia no tener todo claro a mi edad y me cuesta aceptarlo,miedo
de verdad me duele mucho lo que dijiste y no lo puedo superar,triste
lo que pasa es que estoy muy apenado por lo sucedido y no se como seguir,triste
ultimamente todo salio perfecto,feliz
hoy tengo miedo de decir algo y que lo tomen mal,miedo
me toco dejar los estudios por plata de verdad,triste
no me puedo sacar esta sensacion de encima,miedo
hermano me tiene muy triste esta vuelta la verdad,triste
te digo que tengo un presentimiento muy malo de verdad,miedo
me produce mucho enojo esto,enojo
siento que perdi una etapa de mi vida,triste
hoy tengo panico de que algo que dije llegue a las manos equivocadas y nadie lo entiende,miedo
para serte honesto me da pavor equivocarme y me tiene mal,miedo
la verdad tengo un presentimiento muy malo y no se que hacer,miedo
mira no alcance el cupo en la universidad publica,triste
hoy me angustia pensar que quiza elegi mal mi carrera la verdad,miedo
mi mejor amigo se fue a vivir lejos,triste
ultimamente mi grupo hizo el trabajo sin contar conmigo sinceramente,triste
en serio estoy esperando una respuesta y me tiene nervioso y me tiene mal,miedo
sinceramente me hicieron sentir mal por preguntar,enojo
fijate que me cambiaron el turno sin avisarme,enojo
sinceramente me siento motivado en este momento,feliz
oye alguien noto que estaba bien y me lo dijo y me afecta mucho,feliz
que descaro tan grande el de esa gente parce,enojo
hoy estoy con el animo muy por el piso y eso me duele,triste
la verdad ya no se que hacer desde hace dias,triste
es que tuve que repetir lo mismo mil veces y no puedo evitarlo,enojo
hoy no me puedo sacar esta sensacion de encima y no se que hacer,miedo
fijate que me comi algo rico y me alegro el dia,feliz
sinceramente me dejaron,triste
tengo miedo de que las cosas empeoren,miedo
es que me tocó madrugar y no dormí nada y encima salio mal,triste
la verdad es que estoy muy contento con el resultado en serio,feliz
siento el alma muy pesada hoy y no lo puedo superar,triste
siento un temor muy grande ahora mismo y no puedo calmarlo,miedo
desde hace dias no se si actue bien y eso no me deja tranquilo y me tiene agotado,miedo
fijate que me cobraron de mas y no me quieren devolver y me afecta,enojo
desde ayer me siento furioso y me afecta mucho,enojo
hoy estoy realmente indignado y necesito que alguien me entienda,enojo
lo que es cierto es que que buen resultado tuvimos hoy y es lo mejor que me paso,feliz
no se si contarte pero me mandaron audio de voz gritando sinceramente,enojo
mira me embargaron la cuenta y no entiendo por que y me cuesta mucho,miedo
hoy estoy muy bacano con la noticia pero bueno,feliz
no te miento no alcance el cupo en la universidad publica,triste
la verdad me siento sin energia esta semana,triste
estoy muy emocionado con esto,feliz
mira me independice por fin de verdad,feliz
oye eso me pone muy furioso parce y no es facil,enojo
mira me hicieron sentir mal por preguntar de verdad,enojo
lo que pasa es que perdi algo muy importante otra vez,triste
te cuento que me da pena hablar en publico y manana me toca,miedo
en serio que alegria tan grande siento de verdad,feliz
hoy me case hoy y ya,feliz
hermano me descuentan del sueldo cosas que no firmé,enojo
es que todos parecen entender menos yo y me afecta mucho,triste
hoy tengo panico de que me pregunten algo en clase y ya,miedo
en este momento estoy muy contento en este momento,feliz
siento una inquietud que no me deja tranquilo y no puedo calmarlo,miedo
la verdad no me dejaron terminar de hablar,enojo
en serio siento un vacio enorme dentro de mi,triste
la verdad es que tengo un presentimiento malo muy fuerte y me tiene muy nervioso,miedo
la verdad me cobraron de mas sin avisar y es agotador,enojo
es que esto me pone de muy mal humor sin excusas,enojo
tengo miedo de decir algo y que lo tomen mal,miedo
la verdad es que que buen resultado tuvimos hoy,feliz
me duele mucho haber llegado a esto,triste
la verdad estoy muy enojado y eso empeora todo,enojo
que buen momento para estar feliz,feliz
oye me interrumpieron cada vez que hable pero necesitaba decirlo,enojo
en serio me tiene con los nervios destrozados y nadie lo sabe,miedo
me pone feliz ver tu progreso en serio,feliz
vieja estoy que no me la creo,feliz
en serio me trataron muy mal sin razon y ya,enojo
de verdad me siento lleno de alegria y estoy muy contento,feliz
te digo que me angustia pensar que quiza elegi mal mi carrera,miedo
desde ayer me preocupa el futuro desde hace dias,miedo
para serte honesto me canse de pedir lo mismo sin resultado y me cuesta mucho,enojo
siento una soledad muy grande ahora y quisiera que no fuera así,triste
vieja me hicieron fila tres horas y no me atendieron,enojo
definitivamente no se que va a pasar ultimamente,miedo
la verdad logre ahorrar lo que necesitaba y nadie lo sabe,feliz
de verdad me siento muy feliz con mi familia y es lo mejor que me paso,feliz
en este momento me preocupa demasiado esto,miedo
es que dije algo que no quise decir y no se como explicarlo y no puedo evitarlo,triste
estoy muy molesto con lo que hicieron,enojo
ya no somos lo que eramos y eso me entristece,triste
para serte honesto hoy no tengo que trabajar sinceramente,feliz
lo que pasa es que logre lo que queria de verdad,feliz
ultimamente cumpli la meta que me habia puesto,feliz
desde hace dias tengo panico de decir algo y que lo malinterpreten y no se que hacer,miedo
es que me invitaron a participar en algo importante y no puedo evitarlo,feliz
lo que pasa es que me hicieron sentir especial sinceramente,feliz
hoy perdi una oportunidad importante y me afecta mucho,triste
tengo miedo de que me rechacen si digo lo que pienso y nadie lo sabe,miedo
me da terror no saber que va a pasar y no puedo calmarlo,miedo
hoy ya me canse de esto y me afecta mucho,enojo
tengo panico de que algo que dije llegue a las manos equivocadas,miedo
hoy no me puedo quitar esa preocupacion de encima y no es facil,miedo
lo que es cierto es que estoy muy feliz y emocionado,feliz
oye llegue a tiempo a todo la verdad,feliz
mira hoy llore sin saber por que pero no digo nada,triste
me duele mucho haber fallado en eso,triste
no se si contarte pero me asusta que piensen que soy raro y no puedo evitarlo,miedo
oye se rieron de como me exprese y me cuesta mucho,enojo
es que me invitaron a participar en algo importante,feliz
me salio redondo todo hoy,feliz
mi mejor amigo se fue para otro pais parce,triste
realmente me siento incomodo con esto,miedo
me salio el primer cliente y ya,feliz
parce estoy muy cansado de lucharla solo,triste
mira me cayo del cielo esa noticia parce,feliz
oye me tiene completamente harto y me afecta mucho,enojo
lo que es cierto es que estoy muy feliz con el resultado en serio,feliz
no puedo creer que eso que hiciste estuvo muy feo,enojo
en serio me duele mucho lo que esta pasando y me duele mucho,triste
en serio tengo panico de que me pregunten algo en clase la verdad,miedo
me invitaron a algo importante y me tiene mal,feliz
en serio no quise hablar con nadie hoy,triste
hoy no se que va a pasar y no se que hacer,miedo
es que no tenemos para el arriendo este mes y ya,triste
ultimamente me da demasiada rabia y eso empeora todo,enojo
me pone muy ansioso pensar en eso,miedo
no te miento me usaron y despues me ignoraron y eso me pesa,enojo
dijeron mentiras sobre mi en redes y no es facil,enojo
te cuento que salimos a rumbear y la pase muy bien,feliz
en este momento todo esta empeorando otra vez,triste
la verdad es que me pidieron algo de ultimo momento y no se como manejarlo,enojo
siento que el miedo no me deja avanzar sinceramente,miedo
hoy me siento excelente y eso me alegra,feliz
de verdad me siento muy agradecido con la vida y estoy muy agradecido,feliz
ahora mismo me eliminó de sus contactos sin decir nada y me cuesta mucho,triste
oye me siento en paz todo el tiempo,feliz
tengo miedo de tomar una decision y que salga mal y ya,miedo
oye me senti aceptado como soy y quisiera que alguien me ayudara,feliz
no te miento pase el dia en cama y ya,triste
oye no se puede confiar en ti y eso no esta bien,enojo
la verdad es que pude decir lo que sentia sin miedo y me afecta mucho,feliz
para serte honesto minimizaron lo que sentia y no se como manejarlo,enojo
no se para donde voy y eso me asusta y me pone triste de verdad,triste
la verdad me faltaron el respeto delante de todos hermano,enojo
defendi mi proyecto y quede bien pero bueno,feliz
me tiene muy angustiado esa situacion y nadie lo sabe,miedo
no se me siento muy vacio aunque tenga cosas que hacer,triste
vieja me toco irme del barrio que queria,triste
me tocó repetir el tramite porque perdieron mis papeles y ya,enojo
sinceramente me citaron para hablar y no se de que y me tiene mal,miedo
lo que es cierto es que que buenas noticias me llegaron hoy y estoy muy agradecido,feliz
mira me tiene angustiado no saber que va a pasar y no puedo evitarlo,miedo
siento una preocupacion enorme ahora y no puedo calmarlo,miedo
ultimamente todo esta funcionando bien y me afecta mucho,feliz
la verdad siento que perdi una etapa de mi vida,triste
ultimamente tengo miedo de tomar la decision equivocada y no puedo evitarlo,miedo
no se me respondieron que si al proyecto y no puedo evitarlo,feliz
mira me dijeron que me quieren sinceramente,feliz
en serio tengo panico de que me pregunten algo frente a todos y me pesa cargarlo solo,miedo
te digo que estoy muy bajo de animo hoy,triste
sinceramente me toco el dia libre de verdad,feliz
no te miento se fue mi perro hoy,triste
oye tengo miedo de equivocarme y arrepentirme despues y me tiene pensando mucho,miedo
hoy me prometieron el trabajo y al final le dieron a otro de verdad,enojo
la verdad es que que fastidio eres en serio de verdad,enojo
lo que pasa es que no aguanto mas esta situacion sin excusas,enojo
me dieron la beca de la universidad publica,feliz
te cuento que me pusieron obstaculos que no tenian sentido,enojo
por fin me compre lo que queria y no se que hacer,feliz
te cuento que me fui de viaje pero necesitaba decirlo,feliz
hoy todo salio mal ultimamente,triste
no te miento me siento muy bien conmigo mismo sinceramente,feliz
la verdad me siento lleno de energia desde hace dias,feliz
hoy usaron lo que les conte en mi contra y me pesa cargarlo solo,enojo
sali del pais por primera vez y no puedo evitarlo,feliz
parce hoy me senti muy a gusto con todo la verdad,feliz
hoy estoy demasiado cansado todo el tiempo,triste
me piden experiencia para un trabajo de principiante y no es facil,enojo
te juro que tengo panico de fallar cuando todos confian en mi la verdad,miedo
te cuento que llegue y me dijeron que no habia cupo,enojo
fijate que me fui de la reunion antes porque no podia mas pero necesitaba decirlo,triste
ahora mismo dije algo que no quise decir y no se como explicarlo y no lo digo seguido,triste
es que manana es el dia y no estoy listo y me afecta,miedo
mira estoy rodeado de gente y me siento solo y ya,triste
sinceramente ya no aguanto esta situacion y necesito que alguien me entienda,enojo
parce me asusta mucho lo que esta pasando en el barrio pero bueno,miedo
hoy salimos a rumbear y la pase muy bien,feliz
es que me salio el primer cliente,feliz
la verdad me pidieron que fuera a recursos humanos de verdad,miedo
hoy me siento derrotado y no se que hacer,triste
hoy tengo un mal presentimiento desde ayer de verdad,miedo
sinceramente cargue con toda la responsabilidad del grupo pero ya no puedo mas,enojo
la verdad me siento vacio en este momento,triste
sinceramente me fue bien en la sustentacion y me pesa cargarlo solo,feliz
es que me costo mucho levantarme hoy y es agotador,triste
no te miento abusaron de mi confianza todo el tiempo,enojo
te digo que siento una tristeza que no puedo superar y no lo puedo superar,triste
me dieron una sorpresa muy bonita hoy y ya,feliz
siento una inquietud que no me deja tranquilo,miedo
hoy me rindo de intentarlo y no se que hacer,triste
sinceramente me siento tranquilo y feliz en este momento,feliz
ultimamente hoy fui honesto y salio bien y no se como manejarlo,feliz
me da pena decirlo pero tuve que fingir que estaba bien toda la noche y no lo digo seguido,triste
hoy me canse de pedir ayuda y no recibirla,triste
me siento vacio y sin ganas de nada y quisiera que no fuera así,triste
me pidieron que fuera a recursos humanos pero bueno,miedo
me llegó una carta del juzgado y no se que es hermano,miedo
no puedo creer que que injusto es todo esto y no lo voy a tolerar,enojo
mira me prometieron el trabajo y al final le dieron a otro y ya,enojo
hermano me hablaron muy feo sin ninguna razon parce,enojo
desde hace dias hice algo que me daba miedo y salio bien y trato de disimularlo,feliz
hoy me faltaron el respeto delante de todos parce,enojo
sinceramente me duele el corazon con lo que paso y no se como seguir,triste
me siento muy perdido con mi vida de verdad,triste
oye me dijeron que era mi culpa cuando no lo era,enojo
te cuento que me regalaron algo que queria hace mucho,feliz
no te miento me cayo del cielo esa noticia la verdad,feliz
que alegria me da ver tus logros,feliz
me pusieron a hacer el trabajo de todos,enojo
en serio me enfurece que actuen asi todo el tiempo,enojo
sinceramente me toco vender el carro que tanto queria hermano,triste
en este momento tengo panico y no puedo dormir,miedo
lo que es cierto es que que buena experiencia vivimos juntos en serio,feliz
en este momento todo me hace enojar en este momento,enojo
sinceramente minimizaron lo que sentia de verdad,enojo
hermano me tiene muy preocupado lo que esta pasando de verdad,miedo
realmente ya me canse de esto y no se que hacer,enojo
te cuento que nadie me dio una respuesta clara y ya,enojo
siento una tristeza que no puedo superar,triste
ahora mismo ya no aguanto mas todo el tiempo,enojo
desde hace dias me siento invisible y no se que hacer,triste
siento una rabia horrible ahora mismo de verdad,enojo
estoy muy apagado y sin energia y no lo puedo superar,triste
hoy siento demasiado temor esta semana,miedo
me paralizo cuando tengo que decidir y no se que hacer,miedo
la verdad estoy muy ilusionado con lo que viene y me tiene mal,feliz
mi mejor amigo se fue para otro pais pero bueno,triste
mi mejor amigo se fue a vivir lejos,triste
sinceramente no se si voy a poder sostenerme solo y nadie lo entiende,miedo
en este momento todo salio mal,triste
tengo ansiedad por mañana,miedo
lo que pasa es que me da panico equivocarme y que no me perdonen sinceramente,miedo
me estan ocultando algo y eso me pone nervioso sinceramente,miedo
oye hicieron algo injusto y nadie dijo nada pero no digo nada,enojo
siento una pena enorme que no pasa y no se como seguir,triste
en serio me dicen que me esfuerce mas cuando ya doy todo la verdad,enojo
me dejo en visto y no respondio pero necesitaba decirlo,triste
hoy todo me da miedo esta semana,miedo
la verdad hoy todo el transporte me funciono perfecto y me afecta,feliz
en serio me interrumpieron cada vez que hable,enojo
la verdad siento que las cosas mejoran pero no digo nada,feliz
oye me dejaron solo en esto pero no digo nada,triste
oye me pusieron en evidencia en un grupo y no se que hacer,enojo
desde hace dias me dijeron que exageraba y no se como manejarlo,enojo
me llegó una carta del juzgado y no se que es la verdad,miedo
te digo que estoy muy bajo de animo hoy y quisiera que no fuera así,triste
es que me usaron y despues me ignoraron otra vez,enojo
es que me dijeron que si y despues que no y nadie lo sabe,enojo
me frustras mucho con eso y ya me canse,enojo
fijate que hice algo que me daba miedo y salio bien y no es facil admitirlo,feliz
es que pague y no me dieron lo que ofrecieron,enojo
oye me tienen muy hastiado con lo mismo,enojo
no se si contarte pero me da panico equivocarme y que no me perdonen y me tiene agotado,miedo
me da susto pedir el favor porque me da pena y ya,miedo
me tienen hasta la coronilla,enojo
ahora mismo nadie noto que algo me pasaba y no se que hacer,triste
ahora mismo no logre lo que esperaba pero no digo nada,triste
oye si esto no funciona no se que voy a hacer pero necesitaba decirlo,miedo
hoy me faltaron el respeto delante de todos,enojo
parce siento que todo el mundo sigue y yo me quede quieto,triste
hoy estoy muy preocupado y no se que hacer,miedo
tengo miedo de llegar a cierta edad sin haber logrado nada,miedo
en serio me dejaron plantado y ni se disculparon,enojo
de verdad no entiendo como puedes actuar asi en serio,enojo
me angustia saber que todo queda guardado en internet,miedo
me salio el primer cliente y nadie lo entiende,feliz
mira no tolero mas esta situacion,enojo
hoy que experiencia tan maravillosa fue de verdad,feliz
sinceramente siento una tristeza que me invade todo,triste
ultimamente todo esta mejorando de verdad,feliz
realmente me siento excelente hoy y no se que hacer,feliz
en serio perdi algo muy importante sinceramente,triste
te cuento que me aprobo el credito el banco y no es facil,feliz
me da pena decirlo pero termine la semana sin ningun problema y me cuesta mucho,feliz
hoy se fue mi gato hoy sinceramente,triste
en serio me siento muy lejos de ser feliz pero no digo nada,triste
me da mucho miedo enfrentar esta situacion,miedo
no te miento nadie noto que algo me pasaba y no puedo evitarlo,triste
hoy me tiene muy irritado todo lo que esta pasando,enojo
siento una angustia que me paraliza y eso me preocupa mucho,miedo
me da mucho miedo lo que puede pasar y eso me preocupa mucho,miedo
hoy nada de lo que hago vale la pena y me afecta mucho,triste
oye hoy fue un dia muy gris y no puedo evitarlo,triste
sinceramente me saca de quicio todo esto,enojo
oye tengo un mal presentimiento con eso,miedo
te cuento que me regalaron algo que queria hace mucho la verdad,feliz
en este momento siento demasiado temor todo el tiempo,miedo
en serio no puedo creer que hayan hecho eso la verdad,enojo
fijate que tengo miedo de llegar a cierta edad sin haber logrado nada y me afecta,miedo
no me toman en serio por mi edad,enojo
realmente ya no aguanto mas de verdad,enojo
quedamos de una con el plan y me cuesta mucho,feliz
es que me salio redondo todo hoy,feliz
te digo que tengo una angustia enorme en este momento y me tiene muy nervioso,miedo
me tiene con los nervios destrozados y no se que hacer,miedo
te cuento que tengo miedo de embarrarla con esa decision y no se que hacer,miedo
estoy muy apenado y no puedo superarlo y me duele mucho,triste
me pidieron que fuera a recursos humanos y ya,miedo
lo que pasa es que me cambiaron el trabajo sin consultarme sinceramente,enojo
sabes que que buen momento para estar feliz,feliz
todo me da miedo desde hace dias,miedo
la verdad es que mi grupo de trabajo funciono muy bien y no se como manejarlo,feliz
fijate que tengo miedo de embarrarla con esa decision,miedo
estoy muy mamado de todo y ya,triste
desde ayer me siento increible por todo lo que paso,feliz
en este momento me siento increible de verdad,feliz
te digo que hoy me vi bien en el espejo y me gusto y me cuesta aceptarlo,feliz
me da miedo no poder controlarlo y no se que hacer,miedo
mira me da ansiedad ver cuanta gente vio mi historia pero bueno,miedo
estoy muy triste por la noticia,triste
no se si contarte pero me excluyeron de la decision sin explicacion y no es facil admitirlo,enojo
no entiendo como la gente puede ser asi men,enojo
oye hoy todo fluyo bien y me tiene mal,feliz
hoy me pidieron que fuera a recursos humanos,miedo
la verdad es que estoy muy apesadumbrado con las noticias,triste
mira me asusta mucho lo que esta pasando en el barrio y nadie lo sabe,miedo
hoy se fue mi gato hoy y ya,triste
ultimamente mi jefe quedo contento con mi trabajo pero ya no puedo mas,feliz
ahora mismo me siento excelente hoy todo el tiempo,feliz
la verdad me tienen hasta la coronilla de verdad,enojo
men me bloquearon sin darme ninguna explicacion,enojo
lo que pasa es que no se si voy a poder con esto,miedo
ya no somos lo que eramos y eso me entristece y me tiene mal,triste
la verdad siento que perdi una etapa de mi vida,triste
ahora mismo me prometieron que no volveria a pasar,enojo
sinceramente tengo panico otra vez,miedo
para serte honesto siento que algo se rompio dentro de mi y me tiene mal,triste
no te miento todo tiene sentido ahora sinceramente,feliz
me pone muy ansioso pensar en eso de verdad,miedo
desde ayer me encanta este momento esta semana,feliz
definitivamente no se que va a pasar esta semana,miedo
no te miento me usaron cuando les convenia y despues nada y ya,enojo
lo que pasa es que nada me salio bien hoy sinceramente,enojo
en serio me siento muy solo en este momento y no lo puedo superar,triste
sinceramente me decepciono mucho lo que hiciste y me parece muy mal,enojo
me siento motivado,feliz
estoy temblando de nervios y no se que hacer,miedo
me salio el primer cliente,feliz
me dejo mi novio y estoy muy mal hermano,triste
para serte honesto perdi una oportunidad importante todo el tiempo,triste
hoy me preocupa el futuro ultimamente,miedo
me siento tranquilo y feliz esta semana,feliz
en serio estoy muy enojado en este momento,enojo
sinceramente me siento vacio ultimamente,triste
sinceramente mi familia estuvo muy unida hoy y ya,feliz
eres un egoista de primera,enojo
oye perdi una oportunidad importante y me afecta mucho,triste
mira lo que paso cambio su estado y supe que era por mi de verdad,triste
